Feature_ID,Result,top_ref,identity
fba08969ed644bbdee727ee4121bb423,other,NA,NA
646476c0915765ea21a94637f073a119,other,NA,NA
d01b366f363ad165cd78cf93e76194d7,other,LjRoot25=LjRoot32=LjRoot33=LjRoot35=LjRoot36,95.5
9258f78fb173cd7acf84140ee5665129,other,LjRoot153,94.9
fcd783fd4ce019b2a3dca900baab4f3e,other,LjRoot27=LjRoot49,91.2
c438342019399dc830cc54e743124658,other,LjRoot27=LjRoot49,95.5
006095ebbc43605d4400a21c1d308637,other,LjRoot282,93.4
7d93a8d68b60f5791183f4920ae2641c,perfect,LjRoot261,100
fa9345fe60a9a2b65f258f60036cca5a,other,NA,NA
79b1c3dfcd53f3f14d21fad30e5d4f0f,other,LjRoot226=LjRoot262,90.6
db2c4b787b90ce6956a45ce9a9e10849,perfect,LjRoot231,100
fbac77a590f50dff3cff7edad2b41439,other,LjRoot227,91.5
3cf05a567ed3b934b117fa2759fa6352,other,NA,NA
049ed8e0e1d0c74f4fffddf03f3b5cd7,other,LjRoot227,92.1
bbb8d676642c1fd1b99a9b7a9534b14c,other,LjRoot153,91.6
7d16634a2c74de2f0c0668f34ff3377c,other,LjRoot12=LjRoot42=LjRoot44=LjRoot186=LjRoot249,92.7
ec0d1623ca5da985ebe91ebac18fc024,other,LjRoot78,90.3
e998e8229ee872d15f54c2021189d7f0,other,LjRoot27=LjRoot49,91.8
1f0fa82556de1670872587cf01231794,good,LjRoot122,99.7
b8628d8b16cd69a5632d01aea5966d9d,noisy,LjRoot282,97.1
69344b4f03ece7a36b36bba0d64fa061,other,LjRoot122,96
7bbf75796a71b798e1408e9c95dc5d2e,other,LjRoot227,96.3
f3f85c735b7a2e4061414beaf27af869,other,NA,NA
bffd1a6dcb4ea4c372d371b0d2e06794,other,NA,NA
92f95c54ddef5ebaf57f34f085ad79d6,other,LjRoot228,94.5
ddf3f9aa67ce46368e9f7608393da11b,good,LjRoot219,99.5
df3c3c55df21cace009458cc54b47dee,good,LjRoot244,99.5
7376af2f67bae0d9155e30bdcafaca46,noisy,LjRoot284,98.1
deed4bbeef4ff45eb45b9496ac014574,other,LjRoot21=LjRoot60=LjRoot63=LjRoot68=LjRoot73=LjRoot77=LjRoot125=LjRoot143=LjRoot156=LjRoot157=LjRoot165=LjRoot173=LjRoot193=LjRoot197,96.1
4185b70be2157c816e52d84184f1dd19,noisy_chimera,LjRoot28,95.2
9834bcadd00280a62962805b31c87ced,noisy,LjRoot16,98.2
2e9ac04aa3ed9b17650a602a63492b7f,good,LjRoot258,99.2
36bc746aa1b041a4e9096feb2d90794a,good,LjRoot291=LjRoot300,99.7
d7ab71c1eb9a093d609c502ef2dd9da6,other,NA,NA
5fc68c9d34623e3274562ae1bfa8e775,other,LjRoot5=LjRoot53,95.5
117fdac68a7ade17f8e9404f58f5c287,other,LjRoot19=LjRoot45,96.3
4380dd9c84d31b51e0acf8f47e523bd5,other,LjRoot12=LjRoot42=LjRoot44=LjRoot186=LjRoot249,96.1
80a24e2f6d3089554ef8d2879d791a62,other,NA,NA
e054bad31d32b456e7c5b138b3a2ad68,other,NA,NA
35e7d7be0dbb2842b1d777e9b1443874,other,LjRoot122,96.3
cb9b2203e47fe87dff78c6b649273ca1,other,LjRoot13,93.7
8bd539470d4c6b0274da740bb3c434af,other,NA,NA
25f064270128b2c559018fa84bd4520e,perfect,LjRoot27=LjRoot49,100
5c9ab06fedb8be3ebb59ef85c4130030,noisy,LjRoot221,98.4
2bd237afea78a3d703ecb462fd84cbb0,noisy,LjRoot122,97.9
89813803d14866d98356f0428e4d97c4,other,NA,NA
574d17be5cd699bba2867597658944fd,other,LjNodule209=LjNodule210=LjNodule211=LjNodule212=LjNodule213=LjNodule214=LjNodule215=LjNodule217=LjNodule218,91.6
0e24c54979d7e1f1cb64df9a39c03a75,other,LjRoot153,91.9
0fac6d0880e9e9a1ca3963473fe2a2e2,other,LjRoot24=LjRoot47=LjRoot48,92.6
7d926177e564edb57d4e4281291f293b,other,LjRoot5=LjRoot53,95
47bf888b3818177fa2e6ea3207511409,other,LjRoot282,96.5
20112faf15150f8324b1c5f56e8c3b04,noisy,LjRoot25=LjRoot32=LjRoot33=LjRoot35=LjRoot36,98.1
4d1e7edd55f6797eaf3f7c0c141f5053,noisy,LjRoot1,97.1
4f82502a72fcf6a04d0ab048c3aeb742,noisy,LjRoot13,98.4
79dff2ce5b1d3dd16587dd9fcd68cdc6,noisy_chimera,LjRoot243,98.4
f7ce02f79670e335e8af7eb622ae4d5e,perfect,LjRoot293,100
91c1b7e8a9961073c4033c217d9f90a8,noisy,LjRoot15,98.4
17db5db23f1fa03f44bebbe999ce558b,other,NA,NA
7bb7c461d5e988bc32d5b5731cc30bd5,other,NA,NA
89f9897383e96a050a8898b77e42c378,other,LjRoot28,96.2
c8732f2e8da1f4e5127dc8fdeb76aa2f,other,NA,NA
75cb2e63e4466186d94ca6997879158e,other,LjRoot237,90.2
8976637ce0e1d34c93bf2a507a8a6f72,other,NA,NA
8c94386c904bd9e60f9791935c07a8e8,other,NA,NA
33a7eae5c7b545d34f52dad67686e209,other,NA,NA
6d2eacbf7d150de7b39d981efa371b2a,other,LjNodule209=LjNodule210=LjNodule211=LjNodule212=LjNodule213=LjNodule214=LjNodule215=LjNodule217=LjNodule218,93.7
7d9a2f481620646b0010fcc3ba8ce7ce,other,LjRoot19=LjRoot45,94.5
758d250d54f639ed39891c3fbd4ecb6f,other,LjRoot223,91.4
b372a0713c29a74beff1091a9d72df82,noisy,LjRoot202=LjRoot256,98.1
645786b2c8c594208676530b00c52fdd,other,LjRoot153,90.8
4daab661cf839c0c7952807dcc577f21,noisy,LjRoot17,98.7
52827ead00a6374aac3c44f4be293116,other,LjRoot80,96.6
cc82d8105024b11331961ccaeefbd507,other,LjRoot22=LjRoot241=LjRoot267,93.6
29a95df404c3556477e125b478fb6736,other,LjRoot227,90.5
ae3e8fde012e7895a2a998019e3ea634,other,LjRoot177,96.8
2cb73c0b097ee68bde6bf30f41b231ba,other,LjRoot80,91.6
dcdab6d42f5d95a83ea2c025c1f4668a,other,NA,NA
8c715d72780e6caf877ec32d9d520a38,other,LjRoot28,96
95f05a6cda47cbe7a4280ebeaa329f0f,other,NA,NA
e8383850645f026a246bd9ee081ee4cf,noisy,LjRoot282,97.3
4695a3ff6f02feb0535536dc278d5623,noisy_chimera,LjRoot283,97.4
00fb5375c6212c100fc603fc4deff2e3,good,LjRoot289,99.5
501defbf662ab50bf4c3f83f5521d439,noisy,LjRoot244,98.4
097d69af0203f0e4801713cc02326995,other,NA,NA
72951acb7c207526779ba2935f3d1f80,other,LjRoot227,95.5
5a6ca9b9c54fd2ef7c6f68f53763e20e,other,NA,NA
a0e3ac8c839b0b5e7cf7e95e4f66021a,other,NA,NA
4c51ba4c28c9ce1e72e3e2413cc409e8,other,LjRoot227,92.4
abc593d516edc325318e1266aa667bee,other,LjRoot283,96.6
58538cc8922548a2d6c190e9cf6fc80d,other,LjRoot24=LjRoot47=LjRoot48,93.9
3bbb610d5890eb7eab5387a242640a75,other,LjRoot25=LjRoot32=LjRoot33=LjRoot35=LjRoot36,95.5
f70857804674c58b41ddca2f7b1e311b,other,NA,NA
ec78a18fd63a9553dd3f5845b3843810,noisy,LjRoot222,98.7
2eed7675892c8e700dd87f036a31f706,other,NA,NA
55a1b4c9199e54ff65d07496ada4023b,noisy,LjRoot223,98.4
7966afc421129a635583fe50dcf53958,other,NA,NA
55ca0d1fba71c256a1de4ad45eb9445d,other,LjRoot13,90.2
4855de09a3faa710da9308f5a6ce7357,other,LjRoot295,96
d976a2c95be96ead10b982dca944c00d,other,LjNodule209=LjNodule210=LjNodule211=LjNodule212=LjNodule213=LjNodule214=LjNodule215=LjNodule217=LjNodule218,90.8
b81387c3b950c036b85c9314c3091146,noisy_chimera,LjRoot244,97.9
fb98dc9aef8d59d385df83d8cd68f1fd,other,NA,NA
0f5c3f126cf32ee813a91b087b8c22dc,noisy_chimera,LjRoot244,97.4
e9afbf8068ad2928202f77d57bd8032d,noisy,LjRoot227,97.1
d39c94f71eb3ba36b665c2aad20e18af,other,NA,NA
5db5ccbf1a2d3e7c57dbf0e334428a82,other,LjRoot153,91.8
074c25f7e155569209643fe6e35a6a16,other,NA,NA
af6fcc4b9abc3c3d8ea1e4acfb2d6295,other,LjRoot145,91
d039f8950979b6d7b777d396e77d5c78,other,LjRoot3,96.8
d916c6aa49263b82aad83592122785d5,noisy,LjRoot1,97.6
29e6adaabbdc8f1d5ac19924d0a47443,other,NA,NA
c9cc5a4746cbe16b845cf0c141980afc,other,LjRoot19=LjRoot45,95.8
bd6a231b4164638d8a2f7aafd76cc0e4,other,NA,NA
50a45ddab4657b3c30e5fbda16ddf545,noisy,LjRoot177,98.2
ffdb7315411d3f73c719d90f153ddf8d,noisy,LjRoot227,97.6
451c4ded724efed8acf9fc947ab93a85,good,LjRoot92=LjRoot232,99.7
da9631d1cf106ba8211214a4fa6c3d11,other,LjRoot25=LjRoot32=LjRoot33=LjRoot35=LjRoot36,95.5
6ed57ba065f589cb3ea3f28fbcc33ddc,other,LjRoot27=LjRoot49,91.3
5591c34f5b0a0fcb7e03fd0a7953ba6c,other,LjRoot282,93.4
0f550841d33d078d8af5165c2c95b0ba,noisy_chimera,LjRoot65=LjRoot194,93.9
de7c975656fd657a10be26851a5b4f4a,other,LjRoot227,90.3
3afc14d4551b43c0e9f9835de8d58802,other,NA,NA
8998b598a95d0b8b493309c24895717a,other,NA,NA
d509eb50c773fcd9f820c83c572801aa,other,LjRoot295,96.2
a3a4a7ed21274762581e329fdf6aea68,other,NA,NA
f9562ec8195301ede2664da7747dbd36,other,LjRoot28,96
9e31a7fa3665e438407af10d9cb1bc63,noisy,LjRoot122,98.7
d7425ab7d220b6d64f476018b9c3591f,other,LjRoot153,91.6
41bb4bb92eac188ec88bc91373d13b8b,good,LjRoot12=LjRoot42=LjRoot44=LjRoot186=LjRoot249,99.2
41147bcc015dc30a02fe5bd42f7a4020,noisy,LjRoot71,98.7
1907225b331cf47048a53bb59b100918,other,NA,NA
33a776283ecf5be9fa4b1fb0a3dca15e,other,LjRoot27=LjRoot49,90.8
eab334f66e02a6749195ddce19e091ff,other,NA,NA
aa93ce3defb31cbb5ae2d03ea62a82f2,good,LjRoot122,99.5
1c55bc979bc99e9949fc8c347e5aef3c,other,NA,NA
375332f2944b70014b502716d54966e4,other,NA,NA
dad22887482514cbfa778363537f32de,other,NA,NA
4808ade2f5b9d358277b278130b0b40b,other,LjNodule209=LjNodule210=LjNodule211=LjNodule212=LjNodule213=LjNodule214=LjNodule215=LjNodule217=LjNodule218,95.8
31caf78d70afff1240311bcd76a20b83,other,NA,NA
4f848dff80c365063b4b0c50559c48ac,other,NA,NA
c01c00e17dc25f56f1dec3d33854940b,other,LjRoot24=LjRoot47=LjRoot48,91.8
7798799be7330ba64124230c0585a3d4,other,LjRoot80,93.4
a3831d38cd415824480b806503fcbd81,other,LjRoot13,92.6
b9d67391a2ed473b9113edbe8fc18221,other,NA,NA
6202f4e9607782953885ad734be93ab5,other,NA,NA
a9188c44815509e2b3fe41ee2d39f17d,other,LjRoot223,91.4
a1e41d883fcf4a43a2ac848a70c28543,good,LjRoot82,99.7
69714a73b342a924b9da671fd6900ca1,other,LjRoot27=LjRoot49,94.2
fb8fc7265c6180c30e79c081fb19c7be,other,LjRoot28,94.9
acdc10e8a41311799de11e9b1151af07,other,LjRoot153,93.9
88cd36f783c5ca65a5e5c1fa1e8d9931,other,NA,NA
25fc128dc112a6f3c7e6fd7ab6c62353,noisy,LjRoot104=LjRoot239,98.4
56079cbdfb30660adb08adc12f487fe9,other,NA,NA
fd70db56aaa39b5f6b6fc3eb6883427b,other,LjRoot283,95.8
42795a350f1ea5d941009853bf6f9e82,other,LjRoot80,94.2
aff82eb1935e7de0c523f1687cbb3ab1,other,NA,NA
4bd834a8da2cea0bcf44b8a6fd897b6c,other,NA,NA
63b60ebd55e0d69e31ce71099085d850,other,NA,NA
b620da0fe643214d7b5692afada7d205,other,LjRoot227,91.8
9cc7ba87ae69902c3f01373cfbd84040,other,NA,NA
e1b851556f11adb0a79a3452e9079ab3,other,NA,NA
78096d9feef290d3da34b88c0b13fb84,other,NA,NA
f91b5f019b2798f21b72ae9d865e415f,noisy,LjRoot12=LjRoot42=LjRoot44=LjRoot186=LjRoot249,97.4
cf93fcf2e02dadebfb506919c2787a14,noisy,LjRoot223,97.3
e767d6407e86b415c6802851bbccb02d,other,NA,NA
182f63db60f4bbabf83b09fb36d4b2f1,other,NA,NA
bbda1296833d9f58d9adffbee37c86ad,other,NA,NA
21d3c2604d4a3e2186521cd4066cf39d,other,LjRoot289,95
f7524fc4108b1f20b3d3f4be3cf1228c,other,LjRoot5=LjRoot53,94.5
ccedcae292be09909fe82ac69b447ada,good,LjRoot97=LjRoot101=LjRoot167,99.7
62455e8a93a0f43da023d81e39f06302,other,NA,NA
4154d6d3ef3dcdc227493cf3829f6e9b,noisy,LjRoot226=LjRoot262,97.4
ea71dd6fc4b6cba9e7c1059adfddb717,other,NA,NA
dd0b4e77dfcef105aec67df557197fd8,other,NA,NA
76691f36e5a02e5a6b6dc3c54b6484d6,other,LjRoot24=LjRoot47=LjRoot48,91.8
946bcffe8a47726016fc955f0588579a,noisy,LjRoot284,98.7
3ae83fac9871c76c316052d01a98570f,other,NA,NA
3d67d16ced2d9ed7b052268ab38152e7,other,LjRoot24=LjRoot47=LjRoot48,95
6f5e790a1975f58002d1a535a0666e3e,other,NA,NA
7645dadffc71a07a8ad35c693bfdc2c8,other,NA,NA
5ef0dd575b273a142b32988b2029efe6,other,NA,NA
6f03ae25021a9b887ab46b56650291d9,other,LjRoot289,93.9
fc18f12b44b41d6e2eeae6a10aeab5c7,other,LjRoot80,93.4
9ed3b83c524c6301873b20cc16b83532,other,LjRoot27=LjRoot49,92.1
5f83da4241c8681d6e56d67cc1f732b7,other,LjRoot27=LjRoot49,90.8
d8158ebc2d88711b7284065494a561ad,other,NA,NA
438b7542b99f4d2faa5bc1982caa306c,other,LjRoot177,91.5
1c160930eda781771117e660ad49c722,noisy,LjRoot12=LjRoot42=LjRoot44=LjRoot186=LjRoot249,97.1
c924bc8578390ad664f7cb22fa3496c3,other,LjRoot227,91.9
82bdd628ef1c7315af22aef84146bdf8,other,LjRoot177,96
5092257697803ced9b7feacdffd01e09,noisy,LjRoot289,97.9
aa0a97886291116b0e7292edfb0be2d8,other,NA,NA
1ae66bbfe5b760dcd88b910ff9350ebe,other,NA,NA
7c2b5fe5671779daa3d1f73e617f4740,other,NA,NA
de04762ef5fee7cbe2ee89c79d5fb883,other,LjRoot227,91.5
42baf59931d1611e469f84ccc31eaa73,other,NA,NA
2f6ce300a38fc18294ca576c9643348b,other,NA,NA
8d4957a39290d21f2765118f851b0a92,other,NA,NA
edef5adabfaea28930c62ee19dffc330,other,LjRoot19=LjRoot45,94.2
6a6ceaadfa5f5dc2e54d586e3ec6cc18,other,NA,NA
e2f222bafba4898b38bf7b4c53274f74,other,LjRoot80,90.3
f54e164ee0080d62ed2be7db37ba3cfb,other,LjRoot80,90.5
2f0929252ca1b7bad0ac1a919a25cd5d,other,LjRoot153,94.4
94026d15805e679cb2619792abf88fde,other,NA,NA
7355debd337f91fe84b9ec29ae1e16f7,noisy,LjRoot259,97.9
0d450a5b6a483a8c7a66fd81c0c65d50,noisy,LjRoot15,97.4
9a8df02ddd8afc783f1479920fec65ea,other,NA,NA
79d38040792db484c392bddcece19715,other,LjRoot227,96.6
22416154b8b00efae80bda54c4552f63,other,NA,NA
ca6348fcc8eee87613fa44ddc810c8d2,other,NA,NA
aaaea3638de5040ac64fb48e4e3788c9,other,NA,NA
187dec14850d344ceb149b829e4eaeb6,other,LjRoot223,96.3
0becdca906662573cba64010f9889428,other,LjRoot24=LjRoot47=LjRoot48,90.2
a281bacc6e3bb542c0733678a06dc0e1,other,NA,NA
03344438c49c99203f88331411396bd2,other,NA,NA
c1bfdf9a79570d0e3e3b01120b25c47a,other,NA,NA
4416eb2e8f6ebfd5e607bd38a08ad88c,other,NA,NA
4a0562bf1b7f6b5178dc67153a990d98,other,NA,NA
0955ff53927ad4a385ee78bb5df68018,other,NA,NA
ff884dd0f32c3546e764d4af5715a737,other,LjRoot80,92.4
029e67c907505412b2a172dfa082b575,other,LjRoot227,95.8
cb09dd76159dca0072c576da1c8a66b9,other,NA,NA
57b4c4dac61154e822e23fef12680198,other,LjRoot80,96.1
12bcb6b05a5f6fa155835099565e97d3,other,LjRoot21=LjRoot60=LjRoot63=LjRoot68=LjRoot73=LjRoot77=LjRoot125=LjRoot143=LjRoot156=LjRoot157=LjRoot165=LjRoot173=LjRoot193=LjRoot197,96.1
a73eda9bdc58cb90529044a2f68c49aa,other,NA,NA
3bcb074935a4c2e512360ad2a96aae16,other,NA,NA
554388c1d234d0c1bb5f10708a46a58b,other,NA,NA
dc092774442a67db8a212e393c62f99f,other,NA,NA
389c714df4a482997564b57d6e0f8341,noisy,LjRoot299,97.1
2ec805f43625bc89bd5270b42bee0962,other,NA,NA
91ea4c3b290fc607429598ea2cbdb73f,other,NA,NA
6e156fe8e5e81371be7278cb7116d0e6,other,NA,NA
68a0d2ddce71290689e01774f98125b2,other,NA,NA
c750e67a1760e0a5ce9f90340dfbb5c7,other,NA,NA
810a5b8b505b9071ab04adc228b2813f,other,NA,NA
54de5c6fba982dbf3dc518a7ceaf7cf7,other,LjRoot15,91.3
5950e2d478b6ab92565bf17271f88b16,other,LjRoot78,90.2
1d5ff67e70bd4d0e2b4c111492a38e72,other,LjRoot28,96
d9cbb137e8a9d332dfe73f4389c722b6,other,NA,NA
c541da658c1ea18e96c8fd431ca4ba49,other,NA,NA
faac87ce04836f7338b830f40e3b2b65,other,NA,NA
37d425b1c16e6290943647113e8c7cae,other,NA,NA
e12c2324917d7df55aabdcb43b98ad2b,other,NA,NA
d2ee0760690ab69f0898b2d53ea7e725,other,LjRoot71,90.5
10f8d621a8230c61f220db2b38a308d2,other,NA,NA
0f163f29fef5f496236b101bd28cb70c,other,LjRoot153,91.3
d3f02aec2932052432c235cb2a18ca2c,other,LjRoot227,94.5
0aebb0e8b73064ab369e2f049cde0b8e,other,NA,NA
23dff3937098a4fc2d37c6aed5c8149f,other,NA,NA
d728fd663e3c53aee3730061d96d251c,other,NA,NA
6c705624fd7e1cc6fe7b2cad0a019958,other,NA,NA
4e8d553d8d326e3e4286ed55ade8a1d2,noisy,LjRoot259,98.7
6ded517e17ede3ab3479a1d464a1ea81,other,NA,NA
665f4575cf1a2e8ef0de48c5c30efb6f,other,LjNodule209=LjNodule210=LjNodule211=LjNodule212=LjNodule213=LjNodule214=LjNodule215=LjNodule217=LjNodule218,93.7
00ad9e8e66356b5840284f0ce9a964c6,other,LjRoot227,91.9
637bde164293484f9dda28d06f2d6a33,other,NA,NA
a1afe949798dc93451fec422188cd0c5,other,NA,NA
